م,الصنف,كمية,رويال الكيم / سنتر اللوتس التجاري,سعر التكلفة,رويال الكيم اونلاين,سعر1 كارت,رويال توزيع / عربيه,سعر2 كارت,ريال الكيم / اداره مخازن,سعر3 كارت,ROYAL ELCHIM . HURGADA,سعر4 كارت,ROYAL ELCHIM MARWA,تاريخ اخر حركة,الفرق,بيع,شراء,مرتجع بيع,مرتجع شراء,صادر,وارد,تالف,تسوية,قيمة بيع,قيمة شراء,قيمة مرتجع بيع,قيمة مرتجع شراء,قيمة تالف,الباركود,الوصف,حجز,غير مؤكد,ج تكلفة,نوع الصنف,اسم الصنف,الوصف 4,الوصف 5,ترتيب القائمة,سعر1 %,إجمالي الكمية,حد الطلب رويال الكيم / سنتر اللوتس التجاري,التصنيف الرئيسي,اسم القائمة,نواقص رويال الكيم / سنتر اللوتس التجاري,اخر تسوية رويال الكيم / سنتر اللوتس التجاري,صورة الصنف,اخر سعر شراء,سعر عرض,تاريخ النواقص,خصم بيع,خصم شراء,سعر1 = رويال الكيم / سنتر اللوتس التجاري,سعر2 = رويال الكيم / سنتر اللوتس التجاري,سعر3 = رويال الكيم / سنتر اللوتس التجاري,سعر4 = رويال الكيم / سنتر اللوتس التجاري,مطلوب حد الطلب,تاريخ اخر بيع,أونلاين,كمية أونلاين,تاريخ خصم أونلاين,سعر أونلاين,#هاشتاج,كلمات البحث,مورد اخر,ملاحظات,أول تاريخ,اخر تاريخ,تحت الطلب,نسبة الخصم**,اخر سعر تكلفة,تاريخ اخر شراء,*اسم الصنف Online,سعر تكلفة مخصص,إيقاف الإدراج,قيمة سعر1,قيمة سعر2,قيمة سعر3,قيمة سعر4,عدد الصور
2888,لوازم كوافير مريله الوان,0,0,73٫53,0,100,0,95,0,90,0,85,0,2023/05/10,,,,,,,,,,,,,,,004130,الوان,0,,0,لوازم كوافير,مريله,,,,36,0,0,,1,---,99999,,75,,,,,,,,,,2022/09/28,,-1,,,,,معرض الوكيل للتجاره,,,,0,26٫47,73٫53,2021/12/15,,73٫53,لا,100,95,90,85,0
2889,لوازم كوافير مريله جديده,0,0,31٫9,0,65,0,55,0,45,0,40,0,2023/04/09,,,,,,,,,,,,,,,004048,,0,,0,لوازم كوافير,مريله جديده,,,,103٫77,0,0,,1,نواقص,99999,,35,,2022/11/02,,,,,,,,2023/04/09,,-1,,,,,رويال/ادره المخازن,,,,0,50٫93,35,2021/12/16,,31٫9,لا,65,55,45,40,0
2890,لوازم كوافير مشط Tone,0,0,6,0,10,0,9,0,8,0,7,0,2022/09/28,,,,,,,,,,,,,,,004154,,0,,0,لوازم كوافير,مشط Tone,,,,66٫67,0,0,,1,---,99999,,6,,,,,,,,,,2022/09/28,,-1,,,,,Fady مسن,,,,0,40,6,2022/09/28,,6,لا,10,9,8,7,0
2891,لوازم كوافير مشط تدريج دسته,0,0,3٫25,0,7,0,6,0,5,0,4,0,2024/01/12,,,,,,,,,,,,,,,004133,دسته,0,,0,لوازم كوافير,مشط تدريج,,,,115٫38,0,0,,1,---,99999,,3٫25,,,,,,,,,,2023/04/04,,-1,,,,,رويال/ادره المخازن,,,,0,53٫57,3٫25,2022/01/16,,3٫25,لا,7,6,5,4,0
2892,لوازم كوافير مشط تدريج اسود باكت 12,0,0,1٫5,0,5,0,4,0,3٫5,0,3,0,2024/01/12,,,,,,,,,,,,,,,004061,,0,,0,لوازم كوافير,مشط تدريج اسود باكت 12,,,,233٫33,0,0,,1,نواقص,99999,,1٫5,,2023/10/13,,,,,,,,2023/08/02,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,70,1٫5,2021/05/09,,1٫5,لا,5,4,3٫5,3,0
2893,لوازم كوافير مشط ماكينه HTC,0,0,22٫71,0,65,0,60,0,55,0,50,0,2024/01/12,,,,,,,,,,,,,,,5400107856152,,0,,0,لوازم كوافير,مشط ماكينه HTC,,,,186٫16,0,0,,1,نواقص,99999,,45,,2022/12/23,,,,,,,,2023/08/02,,-1,,,,,هاني سمير,,,,0,65٫05,45,2023/10/24,,22٫71,لا,65,60,55,50,0
2894,لوازم كوافير مشط ماكينه Kr,0,0,65,0,100,0,90,0,85,0,75,0,2023/01/16,,,,,,,,,,,,,,,004179,,0,,0,لوازم كوافير,مشط ماكينه Kr,,,,53٫85,0,0,,1,---,99999,,65,,,,,,,,,,,,-1,,,,,محارب صبرى,,,,0,35,65,2023/01/14,,65,لا,100,90,85,75,0
2895,لوازم كوافير مشط ماكينه امريكي اصلي,0,0,225,0,300,0,285,0,255,0,240,0,2023/02/23,,,,,,,,,,,,,,,004180,اصلي,0,,0,لوازم كوافير,مشط ماكينه امريكي,,,,33٫33,0,0,,1,---,99999,,225,,,,,,,,,,2023/02/23,,-1,,,,,محارب صبرى,,,,0,25,225,2023/02/23,,225,لا,300,285,255,240,0
2896,لوازم كوافير مشط ماكينه علي كارت 2*1 مستورد,0,0,60٫7,0,100,0,90,0,75,0,67٫5,0,2022/08/17,,,,,,,,,,,,,,,6954086732659,مستورد,0,,0,لوازم كوافير,مشط ماكينه علي كارت 2*1,,,,64٫76,0,0,,1,نواقص,99999,,60,,2022/03/11,,,,,,,,2022/08/17,,-1,,,,,معرض الوكيل للتجاره,,,,0,39٫3,60٫7,2021/09/13,,60٫7,لا,100,90,75,67٫5,0
2897,لوازم كوافير مصري فوطه قص عاديه الوان,0,0,0,0,35,0,30,0,27٫5,0,24,0,,,,,,,,,,,,,,,,004001,,0,,0,لوازم كوافير,مصري فوطه قص عاديه الوان,,,,,0,0,,1,نواقص,99999,,0,,2021/07/15,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,35,30,27٫5,24,0
2898,لوازم كوافير معجون حلاقه Starkr,0,0,12٫5,0,8,0,7,0,6٫5,0,6,0,2024/03/15,,,,,,,,,,,,,,,6223002820917,Starkr,0,,0,لوازم كوافير,معجون حلاقه,,,,-36,0,0,,1,نواقص,99999,,12٫5,,2023/07/13,,,,,,,,2024/03/15,,-1,,,,,هاني مسن,,,,0,-56٫25,12٫5,2024/03/15,,12٫5,لا,8,7,6٫5,6,0
2899,لوازم كوافير مقص Alexander Pakistan,0,0,35,0,75,0,65,0,50,0,45,0,2024/01/12,,,,,,,,,,,,,,,7192050009782,Pakistan,0,,0,لوازم كوافير,مقص Alexander,,,,114٫29,0,0,الادوات,1,نواقص,99999,\us\134\pid\2123\f132875306780511071219.png,35,,2023/10/13,,,,,,,,2023/05/04,,-1,,10,#ROYALELCHIM ,,رويال/ادره المخازن,,,,0,53٫33,35,2022/02/02,,35,لا,75,65,50,45,3
2900,لوازم كوافير مقص SS 6.5 INCH,0,0,80,0,150,0,135,0,120,0,100,0,2026/05/25,,,,,,,,,,,,,,,9252458601080,6.5 INCH,0,,0,لوازم كوافير,مقص SS,,,,87٫5,0,0,الادوات,1,نواقص,99999,\us\134\pid\2070\f132875309981967019227.png,80,,2026/05/25,,,,,,,,2026/05/25,,-1,,10,#ROYALELCHIM ,,سعيد سالم,,,,0,46٫67,80,2021/10/26,,80,لا,150,135,120,100,3
2901,لوازم كوافير مقص ايطالي معدن المضرب,0,0,85,0,140,0,125,0,100,0,90,0,2022/03/16,,,,,,,,,,,,,,,018326,المضرب,0,,0,لوازم كوافير,مقص ايطالي معدن,,,,64٫71,0,0,مستلزمات الكوافير,1,نواقص,99999,\us\134\pid\456\f132545871537750937011.png,85,,2021/07/15,,,,,,,,2022/03/16,,-2,2021/01/30,15,#ITALY ,"مقص,كوافير.حلاقه.رجال.معدن.6.5"",سيدات",رويال/ادره المخازن,,,,0,39٫29,85,2021/11/06,"مقص ايطالي معدن 6.5""",85,لا,140,125,100,90,4
2902,لوازم كوافير مقص جوكر علي كارت,0,0,91٫04,0,150,0,135,0,120,0,105,0,2025/06/28,,,,,,,,,,,,,,,004051,,0,,0,لوازم كوافير,مقص جوكر علي كارت,,,,64٫77,0,0,الادوات,1,نواقص,99999,\us\134\pid\1615\f132875312390583164232.png,91,,2025/02/04,,,,,,,,2022/04/12,,-1,,10,#ROYALELCHIM ,,رويال/ادره المخازن,,,,0,39٫31,91,2022/02/02,,91٫04,لا,150,135,120,105,3
2903,"لوازم كوافير مقص شعر BP 2030 SS 6""",0,0,115,0,175,0,160,0,150,0,135,0,2026/02/17,,,,,,,,,,,,,,,9252458642030,SS,0,,0,لوازم كوافير,مقص شعر BP 2030,"6""",,,52٫17,0,0,الادوات,1,نواقص,99999,\us\134\pid\2068\f132875303966934232216.png,115,,2026/02/18,,,,,,,,2026/02/17,,-1,,10,#ROYALELCHIM ,,سعيد سالم,,,,0,34٫29,115,2021/10/26,,115,لا,175,160,150,135,3
2904,لوازم كوافير مقص فلاش,0,0,70,0,100,0,95,0,90,0,80,0,2023/07/21,,,,,,,,,,,,,,,004192,,0,,0,لوازم كوافير,مقص فلاش,,,,42٫86,0,0,,1,---,99999,,70,,,,,,,,,,2023/07/21,,-1,,,,,هاني مسن,,,,0,30,70,2023/05/04,,70,لا,100,95,90,80,0
2905,لوازم كوافير مناديل رقبه مصري 5star,0,0,60,0,80,0,75,0,70,0,65,0,2024/12/01,,,,,,,,,,,,,,,004025   041279805132,,0,,0,لوازم كوافير,مناديل رقبه مصري 5star,,,,33٫33,0,0,,1,نواقص,99999,,60,,2024/02/08,,,,,,,,2023/09/02,,-1,,,,,,,,,0,25,60,2024/02/08,,60,لا,80,75,70,65,0
2906,لوازم كوافير مناديل قناع,0,0,7٫5,0,15,0,12,0,10,0,8,0,2024/01/12,,,,,,,,,,,,,,,004013,,0,,0,لوازم كوافير,مناديل قناع,,,,100,0,0,,1,نواقص,99999,,7٫5,,2022/11/02,,,,,,,,2022/11/02,,-1,,,,,رصيد اول المده,,,,0,50,7٫5,2021/08/29,,7٫5,لا,15,12,10,8,0
2907,لوازم كوافير موس DORCO,0,0,4٫25,0,10,0,8,0,6,0,5,0,2024/01/12,,,,,,,,,,,,,,,8801038586755,,0,,0,لوازم كوافير,موس DORCO,,,,135٫29,0,0,,1,نواقص,99999,,4٫25,,2022/06/18,,,,,,,,2022/03/20,,-1,,,,,معرض الوكيل للتجاره,,,,0,57٫5,4٫25,2022/02/22,,4٫25,لا,10,8,6,5,0
2908,لوازم كوافير موس بدكير,0,0,8٫4,0,15,0,13,0,11,0,9٫5,0,2024/01/12,,,,,,,,,,,,,,,004181,,0,,0,لوازم كوافير,موس بدكير,,,,78٫57,0,0,,1,نواقص,99999,,8٫4,,2023/10/13,,,,,,,,2023/05/24,,-1,,,,,محارب صبرى,,,,0,44,8٫4,2023/01/14,,8٫4,لا,15,13,11,9٫5,0
2909,لوازم كوافير موس بدكير الماني PEDL,0,0,77,0,150,0,135,0,120,0,100,0,2024/01/12,,,,,,,,,,,,,,,004075,,0,,0,لوازم كوافير,موس بدكير الماني PEDL,,,,94٫81,0,0,,1,نواقص,99999,,77,,2023/10/13,,,,,,,,2023/03/30,,-1,,,,,سعيد سالم,,,,0,48٫67,77,2021/10/26,,77,لا,150,135,120,100,0
2910,لوازم كوافير موس هندي,0,0,34,0,40,0,39,0,38,0,35,0,2022/09/28,,,,,,,,,,,,,,,004153,,0,,0,لوازم كوافير,موس هندي,,,,17٫65,0,0,,1,---,99999,,34,,,,,,,,,,2022/09/28,,-1,,,,,Fady مسن,,,,0,15,34,2022/09/28,,34,لا,40,39,38,35,0
2911,لوازم كوافير موس نص هندي,0,0,40,0,55,0,50,0,45,0,40,0,2023/06/16,,,,,,,,,,,,,,,004148,,0,,0,لوازم كوافير,موس نص هندي,,,,37٫5,0,0,,1,---,99999,,40,,,,,,,,,,2023/06/16,,-1,,,,,هاني مسن,,,,0,27٫27,40,2023/06/16,,40,لا,55,50,45,40,0
2912,لوازم كوافير ورق شمع صيني,0,0,8,0,20,0,15,0,12,0,10,0,2023/12/17,,,,,,,,,,,,,,,004149,صيني,0,,0,لوازم كوافير,ورق شمع,,,,150,0,0,,1,نواقص,1356,,8,,2022/09/22,,,,,,,,2022/09/21,,-1,,,,,,,,,0,60,8,2022/09/12,,8,لا,20,15,12,10,0
132,إجمالي -   لوازم كوافير,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,لوازم ميكب ارتيست,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,لوازم ميكب ارتيست,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,لوازم ميكب ارتيست LANELL GLUE,0,0,41٫47,0,75,0,70,0,65,0,60,0,2023/12/15,,,,,,,,,,,,,,,071025,GLUE,0,,0,لوازم ميكب ارتيست,LANELL,,,,80٫85,0,0,,1,نواقص,99999,,40,,2023/04/19,,,,,,,,2023/08/09,,-1,,,,,معرض صاصا,,,,0,44٫71,41٫47,2023/03/04,,41٫47,لا,75,70,65,60,0
2914,لوازم ميكب ارتيست LILYB ANGEL BASE COAT,0,0,129٫59,0,185,0,175,0,165,0,160,0,2025/04/08,,,,,,,,,,,,,,,071021,BASE COAT,0,,0,لوازم ميكب ارتيست,LILYB ANGEL,,,,42٫75,0,0,,1,نواقص,99999,,125,,2025/04/08,,,,,,,,2025/04/08,,-1,,,,,معرض صاصا,,,,0,29٫95,129٫59,2023/03/04,,129٫59,لا,185,175,165,160,0
2915,لوازم ميكب ارتيست شنطه 2*1جلد 124 AY888,0,0,111٫99,0,200,0,175,0,150,0,125,0,2022/03/21,,,,,,,,,,,,,,,071005,AY888,0,,0,لوازم ميكب ارتيست,شنطه 2*1جلد 124,,,,78٫58,0,0,,1,نواقص,99999,,110,,2022/03/23,,,,,,,,2022/03/21,,-1,,,,,عالم سمسم,,,,0,44,111٫99,2021/09/07,,111٫99,لا,200,175,150,125,0
2916,لوازم ميكب ارتيست شنطه ترولي دورين ووتر بروف مستورد,0,0,3054٫37,0,6500,0,6000,0,5000,0,4700,0,2023/12/15,,,,,,,,,,,,,,,071003,مستورد,0,,0,لوازم ميكب ارتيست,شنطه ترولي دورين ووتر بروف,,,,112٫81,0,0,,1,نواقص,99999,,3000,,2023/10/13,,,,,,,,,,-1,,,,,عالم سمسم,,,,0,53٫01,3054٫37,2021/09/07,,3054٫37,لا,6500,6000,5000,4700,0
2917,لوازم ميكب ارتيست شنطه ستانلس S904,0,0,488٫7,0,850,0,750,0,625,0,550,0,2022/01/06,,,,,,,,,,,,,,,071007,S904,0,,0,لوازم ميكب ارتيست,شنطه ستانلس,,,,73٫93,0,0,,1,---,99999,,480,,,,,,,,,,2022/01/06,,-1,,,,,عالم سمسم,,,,0,42٫51,488٫7,2021/09/07,,488٫7,لا,850,750,625,550,0
2918,لوازم ميكب ارتيست شنطه فيونكه S95,0,0,229٫08,0,350,0,300,0,275,0,250,0,2023/10/03,,,,,,,,,,,,,,,071008,S95,0,,0,لوازم ميكب ارتيست,شنطه فيونكه,,,,52٫79,0,0,,1,نواقص,99999,,225,,2022/06/18,,,,,,,,2023/10/03,,-1,,,,,عالم سمسم,,,,0,34٫55,229٫08,2021/09/07,,229٫08,لا,350,300,275,250,0
2919,لوازم ميكب ارتيست شنطه كلاسيك S92,0,0,967٫22,0,1850,0,1700,0,1650,0,1400,0,2023/12/15,,,,,,,,,,,,,,,071013,S92,0,,0,لوازم ميكب ارتيست,شنطه كلاسيك,,,,91٫27,0,0,,1,نواقص,99999,,950,,2023/10/13,,,,,,,,2023/05/03,,-1,,,,,عالم سمسم,,,,0,47٫72,967٫22,2021/09/07,,967٫22,لا,1850,1700,1650,1400,0
2920,لوازم ميكب ارتيست شنطه مدور 2 دور S94,0,0,229,0,375,0,325,0,275,0,250,0,2024/03/21,,,,,,,,,,,,,,,071006,S94,0,,0,لوازم ميكب ارتيست,شنطه مدور 2 دور,,,,63٫76,0,0,,1,نواقص,99999,,229,,2024/03/21,,,,,,,,2024/03/21,,-1,,,,,رويال/ادره المخازن,,,,0,38٫93,229,2022/02/09,,229,لا,375,325,275,250,0
2921,لوازم ميكب ارتيست شنطه مدوره SH,0,0,117٫08,0,175,0,150,0,140,0,130,0,2022/11/15,,,,,,,,,,,,,,,071009,SH,0,,0,لوازم ميكب ارتيست,شنطه مدوره,,,,49٫47,0,0,,1,نواقص,99999,,115,,2022/11/16,,,,,,,,2022/11/15,,-1,,,,,عالم سمسم,,,,0,33٫09,117٫08,2021/09/07,,117٫08,لا,175,150,140,130,0
2922,لوازم ميكب ارتيست شنطه مكياج درك برونز S105,0,0,509٫03,0,1100,0,1000,0,900,0,875,0,2023/04/19,,,,,,,,,,,,,,,071010,S105,0,,0,لوازم ميكب ارتيست,شنطه مكياج درك برونز,,,,116٫1,0,0,,1,نواقص,99999,,509,,2023/04/19,,,,,,,,2023/04/19,,-1,,,,,رويال/ادره المخازن,,,,0,53٫72,509,2022/02/09,,509٫03,لا,1100,1000,900,875,0
2923,لوازم ميكب ارتيست شنطه مكياج ريشه S106,0,0,458٫08,0,950,0,850,0,800,0,750,0,2023/12/15,,,,,,,,,,,,,,,071012,S106,0,,0,لوازم ميكب ارتيست,شنطه مكياج ريشه,,,,107٫39,0,0,,1,نواقص,99999,,458,,2023/10/13,,,,,,,,2023/05/03,,-1,,,,,رويال/ادره المخازن,,,,0,51٫78,458,2022/02/09,,458٫08,لا,950,850,800,750,0
2924,لوازم ميكب ارتيست شنطه ورد مط S93,0,0,763٫59,0,1000,0,950,0,875,0,825,0,2023/12/15,,,,,,,,,,,,,,,071011,S93,0,,0,لوازم ميكب ارتيست,شنطه ورد مط,,,,30٫96,0,0,,1,نواقص,1228,,750,,2022/08/09,,,,,,,,2022/08/09,,-1,,,,,عالم سمسم,,,,0,23٫64,763٫59,2021/09/07,,763٫59,لا,1000,950,875,825,0
2925,لوازم ميكب ارتيست شنطه ووتر بروف لابتوب,0,0,458٫16,0,750,0,650,0,600,0,500,0,2022/07/04,,,,,,,,,,,,,,,071004,,0,,0,لوازم ميكب ارتيست,شنطه ووتر بروف لابتوب,,,,63٫7,0,0,,1,نواقص,99999,,450,,2022/06/18,,,,,,,,2022/07/04,,-1,,,,,عالم سمسم,,,,0,38٫91,458٫16,2021/09/07,,458٫16,لا,750,650,600,500,0
2926,لوازم ميكب ارتيست كرسي شعر ووتر بروف مستورد,0,0,1679٫9,0,2500,0,2250,0,2100,0,1850,0,2023/05/19,,,,,,,,,,,,,,,071001,مستورد,0,,0,لوازم ميكب ارتيست,كرسي شعر ووتر بروف,,,,48٫82,0,0,,1,نواقص,99999,,1650,,2022/02/08,,,,,,,,2023/05/19,,-1,,,,,عالم سمسم,,,,0,32٫8,1679٫9,2021/09/07,,1679٫9,لا,2500,2250,2100,1850,0
2927,لوازم ميكب ارتيست لاصق رموش Ib دهبي,0,0,196٫98,0,300,0,280,0,260,0,240,0,2023/12/11,,,,,,,,,,,,,,,071015,Ib,0,,0,لوازم ميكب ارتيست,لاصق رموش,دهبي,,,52٫3,0,0,,1,نواقص,99999,,190,,2023/10/13,,,,,,,,2023/08/04,,-1,,,,,معرض صاصا,,,,0,34٫34,196٫98,2023/03/04,,196٫98,لا,300,280,260,240,0
2928,لوازم ميكب ارتيست لاصق رموش IB شهر,0,0,165٫88,0,250,0,240,0,230,0,200,0,2023/12/15,,,,,,,,,,,,,,,071014,IB,0,,0,لوازم ميكب ارتيست,لاصق رموش,شهر,,,50٫71,0,0,,1,نواقص,99999,,160,,2023/10/13,,,,,,,,2023/04/15,,-1,,,,,معرض صاصا,,,,0,33٫65,165٫88,2023/03/04,,165٫88,لا,250,240,230,200,0
2929,لوازم ميكب ارتيست مغناطيس كت اي ساده,0,0,20٫74,0,30,0,28,0,26,0,24,0,2025/06/28,,,,,,,,,,,,,,,071026,,0,,0,لوازم ميكب ارتيست,مغناطيس كت اي ساده,,,,44٫68,0,0,,1,نواقص,99999,,20,,2025/02/03,,,,,,,,2025/01/21,,-1,,,,,معرض صاصا,,,,0,30٫88,20٫74,2023/03/04,,20٫74,لا,30,28,26,24,0
17,إجمالي -   لوازم ميكب ارتيست,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,لوفه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,لوفه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,لوفه طويل اياد,0,0,10,0,15,0,14,0,13,0,12,0,2025/06/28,,,,,,,,,,,,,,,058007,اياد,0,,0,لوفه,طويل,,,,50,0,0,,1,نواقص,99999,,10,,2023/10/25,,,,,,,,2023/10/25,,-1,,,,,كيرمينا,,,,0,33٫33,10,2023/05/28,,10,لا,15,14,13,12,0
2931,لوفه لوف بشكير,0,0,9,0,15,0,13,0,11,0,10,0,2023/12/15,,,,,,,,,,,,,,,058003,,0,,0,لوفه,لوف بشكير,,,,66٫67,0,0,,1,نواقص,99999,,9,,2022/06/18,,,,,,,,2021/11/29,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,40,9,2022/02/24,,9,لا,15,13,11,10,0
2932,لوفه لوف بيبي,0,0,0,0,20,0,17,0,15,0,13,0,,,,,,,,,,,,,,,,058005,,0,,0,لوفه,لوف بيبي,,,,,0,0,,1,نواقص,99999,,0,,2021/07/15,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,20,17,15,13,0
2933,لوفه لوف جوانتي,0,0,5,0,15,0,13,0,11,0,9,0,2022/04/21,,,,,,,,,,,,,,,058004,,0,,0,لوفه,لوف جوانتي,,,,200,0,0,,1,نواقص,99999,,5,,2022/04/25,,,,,,,,2022/04/21,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,66٫67,5,2022/02/24,,5,لا,15,13,11,9,0
2934,لوفه لوف زراعي,0,0,5,0,10,0,8,0,7,0,6,0,2023/12/15,,,,,,,,,,,,,,,058006,,0,,0,لوفه,لوف زراعي,,,,100,0,0,,1,نواقص,99999,,5,,2022/06/18,,,,,,,,2022/04/21,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,50,5,2022/02/24,,5,لا,10,8,7,6,0
2935,لوفه لوف طويل الوان,0,0,8٫5,0,15,0,12,0,10,0,9٫5,0,2023/12/15,,,,,,,,,,,,,,,058001,,0,,0,لوفه,لوف طويل الوان,,,,76٫47,0,0,,1,نواقص,99999,,8٫5,,2022/06/18,,,,,,,,2023/09/30,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,43٫33,8٫5,2022/02/24,,8٫5,لا,15,12,10,9٫5,0
2936,لوفه لوف طويل دهبي,0,0,10,0,17,0,15,0,12,0,11,0,2023/12/15,,,,,,,,,,,,,,,058002,,0,,0,لوفه,لوف طويل دهبي,,,,70,0,0,,1,---,99999,,10,,2021/11/16,,,,,,,,2023/10/06,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,41٫18,10,2022/02/24,,10,لا,17,15,12,11,0
7,إجمالي -   لوفه,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,مستورد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مستورد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,مستورد 7 OIL IN 1 100,0,0,35,0,65,0,60,0,55,0,50,0,2023/12/05,,,,,,,,,,,,,,,8901248257329,100,0,,0,مستورد,7 OIL IN 1,,,,85٫71,0,0,,1,نواقص,99999,,35,,2023/12/06,,,,,,,,2023/12/05,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,46٫15,35,2023/08/10,,35,لا,65,60,55,50,0
2938,مستورد ALTEREGO ITALY HAIR STRAIGHTENING CREAM,0,0,170,0,300,0,280,0,250,0,210,0,2023/12/15,,,,,,,,,,,,,,,8008277100869,HAIR STRAIGHTENING CREAM,0,,0,مستورد,ALTEREGO ITALY,,,,76٫47,0,0,,1,---,99999,,170,,,,,,,,,,,,-1,,,,,سعيد سالم,,,,0,43٫33,170,2021/10/26,,170,لا,300,280,250,210,0
2939,مستورد AMALFI CODITINER,0,0,0,0,80,0,75,0,65,0,60,0,,,,,,,,,,,,,,,,8414227044105,,0,,0,مستورد,AMALFI CODITINER,,,,,0,0,منتجات العنايه الشخصيه,1,نواقص,99999,\us\134\pid\264\f132541034390828822007.png,0,,2021/07/15,,,,,,,,,,0,2021/10/01,5,#ROYALELCHIM ,"امالفي، ,بالكرياتين  ,للشعر  ,بلسم  ,العنايه  ,بالشعر , الشخصيه ,امالفى  , AMALFI , CODITINER",,,,,0,,0,,AMALFI بلسم للشعر بالكرياتين 1 لتر,0,لا,80,75,65,60,3
2940,مستورد AMALFI HAIR MASK,0,0,0,0,80,0,75,0,65,0,60,0,,,,,,,,,,,,,,,,8414227044129,,0,,0,مستورد,AMALFI HAIR MASK,,,,,0,0,منتجات العنايه الشخصيه,1,نواقص,99999,\us\134\pid\263\f132541021858816296073.jpg,0,,2021/07/15,,,,,,,,,,-2,2021/10/01,5,#ROYALELCHIM ,"MASK , HAIR ,ROYALELCHIM,AMALFI ,ماسك  ,بالكرياتين  ,500",,,,,0,,0,,AMALFI ماسك للشعر بالكرياتين 500 مل,0,لا,80,75,65,60,4
2941,مستورد AMALFI SHAMPO,0,0,0,0,75,0,70,0,65,0,55,0,,,,,,,,,,,,,,,,8414227044112,,0,,0,مستورد,AMALFI SHAMPO,,,,,0,0,منتجات العنايه الشخصيه,1,نواقص,99999,\us\134\pid\265\f132541025602452580076.png,0,,2021/07/15,,,,,,,,,,0,2021/10/01,5,#ROYALELCHIM ,"AMALFI , SHAMPO ,شامبو  ,.بالكرياتين  ,العنايه  ,الشخصيه , ROYALELCHIM , ELCHIM ,ROYAL , رويال , الكيم , شامبو",,,,,0,,0,,AMALFI شامبو بالكرياتين بتركيبة جديدة   750 مل,0,لا,75,70,65,55,3
2942,مستورد AMPOLLA ANTICAIDA,0,0,12٫5,0,30,0,25,0,20,0,15,0,2024/02/05,,,,,,,,,,,,,,,5707725093342,,0,,0,مستورد,AMPOLLA ANTICAIDA,,,,140,0,0,منتجات العنايه الشخصيه,1,نواقص,99999,\us\134\pid\52\f132541619661532806046.jpg,12٫5,,2024/02/05,,,,,,,,2024/02/05,,0,2021/10/01,10,#ROYALELCHIM ,"ROYAL, ELCHIM ,NATURALEZA   ,MEDICAL  ,COLLAGEN ,العنايه  ,بالشعر ,منتجات  ,منتجات العنايه الشخصيه",رصيد اول المده,,,,0,58٫33,12٫5,2021/08/28,NATURALEZA  MEDICAL COLLAGEN,12٫5,لا,30,25,20,15,3
2943,مستورد BANJARAS OIL,0,0,100,0,180,0,170,0,160,0,150,0,2024/02/11,,,,,,,,,,,,,,,8906050592507,,0,,0,مستورد,BANJARAS OIL,,,,80,0,0,,1,نواقص,99999,,100,,2024/02/11,,,,,,,,2024/02/11,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,44٫44,100,2023/08/10,,100,لا,180,170,160,150,0
